user_id,motivation_type,frequency_tier,openness,conscientiousness,extraversion,agreeableness,neuroticism,hardiness,confidence,locus_of_control,fa_score,fb_score,preferred_session_duration,organizing_openness,leadership_inclination,max_travel_distance,weekly_activity_target,pushes_through_discomfort,preferred_group_size,acquaintance_preference,enjoys_meeting_new_people,activity_vs_social,motivated_by_competition,planning_horizon,feels_like_burden,age,gender,latitude,longitude,geo_cluster,user_cluster,preferred_activities,preferred_skills,availability_days,availability_times,participation_groups
5030,competitive,frequent,0.466,0.6583,0.56,0.5379,0.347,0.4758,0.5229,0.4335,0.6464,0.5989,86,1,4,27,5,4,7,1,3,3,3,3,2,46,1,45.746298,15.964194,3,0,"5,0,11","0,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5031,unmotivated,sparse,0.4632,0.0643,0.2807,0.4437,0.7462,0.1935,0.2622,0.8305,0.0948,0.2652,92,0,2,7,1,1,4,2,3,2,4,1,4,25,0,45.82243,15.99938,0,2,"16,22,10","2,1,0","0,1,2,3,4,6","0,1,2,3","0,1,2"
5032,competitive,occasional,0.5184,0.7886,0.5876,0.3594,0.2556,0.5073,0.6635,0.2198,0.6625,0.5958,67,1,3,20,7,4,7,3,4,4,2,4,2,19,1,45.751817,15.982393,3,0,"5,24","1,1","0,2,3,5,6","0,1,2,3","1,2,3"
5033,casual_recreational,sparse,0.8295,0.528,0.6572,0.7677,0.1101,0.72,0.6735,0.3646,0.7273,0.7745,72,2,3,34,5,4,9,4,4,2,3,2,1,49,1,45.801884,15.880629,4,0,"14,29,23,30","2,0,0,2","0,2,3,4,5,6","0,1,2,3","2,3"
5034,social,frequent,0.5374,0.3152,0.9588,0.5958,0.4772,0.6105,0.5151,0.4361,0.4431,0.6761,80,2,4,30,3,2,10,2,5,5,4,2,3,29,0,45.800376,16.036227,2,2,"20,19,8,15","1,0,0,1","0,1,2,6","0,1,2,3","2,3"
5035,casual_recreational,sparse,0.7203,0.3975,0.5952,0.8356,0.6111,0.3287,0.6816,0.2972,0.4726,0.5427,83,1,3,12,3,2,8,2,3,4,3,3,2,45,0,45.737172,15.977915,3,2,"26,14,23","0,3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5036,unmotivated,occasional,0.7229,0.1264,0.2868,0.743,0.4965,0.0769,0.7708,0.4358,0.2665,0.5253,73,0,2,20,1,2,5,2,3,2,3,2,3,34,3,45.821652,15.884135,4,2,"7,23","1,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5037,casual_recreational,sparse,0.879,0.6895,0.3145,0.7344,0.3115,0.7731,0.574,0.6455,0.7145,0.582,88,0,1,34,5,4,3,3,2,4,3,4,2,25,1,45.812086,15.904269,4,0,"26,5","3,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5038,unmotivated,sparse,0.6904,0.361,0.2858,0.4986,0.7265,0.4865,0.3238,0.8124,0.3912,0.3287,85,0,1,12,3,3,4,2,2,3,3,3,4,22,2,45.806127,15.881909,4,2,"2,5,19","1,2,1","0,1,2,4,6","0,1,2,3","0,1,2"
5039,social,frequent,0.6157,0.3477,0.7219,0.8536,0.4492,0.5302,0.5692,0.4307,0.4124,0.7098,103,2,4,15,3,3,6,3,3,5,3,3,3,20,1,45.862837,15.94732,1,2,"2,24","1,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5040,casual_recreational,occasional,0.7772,0.6031,0.3696,0.5686,0.4102,0.2117,0.5404,0.3728,0.4811,0.4963,91,1,2,15,4,3,6,2,2,2,3,3,3,23,0,45.84676,15.94365,1,2,"8,30,7","3,2,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
5041,casual_recreational,regular,0.9303,0.3138,0.3747,0.381,0.3469,0.828,0.244,0.5575,0.4616,0.407,98,1,2,34,4,3,4,3,3,2,2,3,3,48,1,45.857228,15.952464,1,2,"4,9,3","2,2,1","0,2,3,4,5,6","0,1,2,3","1,2"
5042,casual_recreational,sparse,0.8919,0.7068,0.7945,0.8826,0.3223,0.9181,0.4761,0.7839,0.6656,0.7672,86,2,5,32,6,4,8,2,4,3,3,5,2,46,1,45.863645,15.96546,1,0,"2,8,26","3,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5043,casual_recreational,occasional,0.7082,0.6227,0.2908,0.4662,0.3106,0.6386,0.4843,0.7055,0.673,0.5149,96,0,2,36,5,4,5,3,2,2,3,4,3,49,3,45.821201,15.968088,0,0,8,1,"0,2,4","1,2,3","0,1,2"
5044,casual_recreational,occasional,0.7107,0.4212,0.4043,0.5758,0.4575,0.6882,0.4449,0.6777,0.5627,0.4703,88,1,3,24,4,3,6,2,2,2,3,3,3,49,3,45.816621,15.977065,0,1,"20,18,23,27","0,1,1,1","1,2,3,4,5,6","0,1,2,3","1,2"
5045,unmotivated,occasional,0.2249,0.1942,0.0949,0.7079,0.7964,0.2788,0.5809,0.5186,0.1485,0.353,97,0,3,17,2,2,3,0,1,1,3,1,5,20,0,45.813438,16.003448,0,2,"12,5,2,16","0,0,1,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5046,casual_recreational,sparse,0.6054,0.723,0.7305,0.5438,0.2892,0.6024,0.2773,0.5339,0.7102,0.6704,51,2,4,26,6,4,8,3,3,5,2,5,2,36,1,45.830201,15.970347,0,0,3,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5047,social,occasional,0.6552,0.259,0.9839,0.7289,0.6788,0.5743,0.4124,0.5193,0.3292,0.7386,123,2,4,15,2,3,9,2,5,5,2,2,4,33,2,45.794975,16.03122,2,2,"9,7,4","3,0,3","0,1,2,3,4,5,6","0,1,2,3","0,2,3"
5048,casual_recreational,occasional,0.874,0.4257,0.7805,0.6926,0.2161,0.6727,0.4301,0.4512,0.5451,0.6301,96,2,4,29,3,3,9,3,4,3,2,3,2,37,3,45.765024,15.968273,3,1,26,2,"0,2,3,4,6","0,1,2,3","2,3"
5049,unmotivated,regular,0.5906,0.2269,0.2083,0.727,0.7773,0.3717,0.2122,0.5621,0.2372,0.3177,77,0,1,8,3,2,4,1,2,3,3,1,4,40,1,45.825427,15.978986,0,2,"6,3,25","1,2,0","0,1,2,4,5,6","0,1,2,3","0,1,2"
5050,casual_recreational,regular,0.7881,0.4891,0.674,0.7073,0.4352,0.5681,0.2739,0.4092,0.5341,0.6688,84,2,4,25,4,3,7,2,3,5,3,3,3,27,3,45.856255,15.957669,1,1,"26,11","2,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5051,casual_recreational,regular,0.4909,0.4908,0.7954,0.8499,0.5882,0.6651,0.4464,0.5562,0.5347,0.7108,107,2,4,22,4,3,8,1,4,5,2,2,4,60,2,45.856393,15.948024,1,1,"0,26","0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5052,social,regular,0.6517,0.3727,0.6833,0.5856,0.5105,0.6601,0.228,0.5083,0.5277,0.6219,98,2,4,27,3,3,7,2,4,4,3,3,3,32,2,45.818519,15.887174,4,1,29,0,"0,1,2,3,4,5,6","0,1,2,3","0,2,3"
5053,competitive,regular,0.537,0.6288,0.6372,0.3995,0.3157,0.5502,0.3749,0.6309,0.5733,0.5961,78,1,4,37,5,3,5,3,4,3,3,4,2,49,3,45.815405,15.977864,0,1,"24,6","2,3","0,3,6","0,2,3","2,3"
5054,social,frequent,0.4254,0.2112,0.8079,0.7928,0.6192,0.7659,0.7713,0.5097,0.391,0.7219,105,2,5,20,1,3,7,0,4,4,4,2,3,51,0,45.809225,15.959545,0,2,"8,21,1","3,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
5055,casual_recreational,regular,0.6854,0.3575,0.4831,0.5673,0.5067,0.2989,0.2726,0.5144,0.4066,0.445,81,1,3,30,4,3,6,2,2,3,2,2,3,23,1,45.86958,15.963713,1,2,"16,11,22,2","1,1,3,3","1,2,3","0,1,3","1,2"
5056,casual_recreational,regular,0.7162,0.2702,0.3745,0.5003,0.5261,0.8226,0.6737,0.5883,0.4769,0.4311,95,1,2,26,2,3,6,2,2,2,3,2,3,42,0,45.733037,15.978585,3,2,"16,30","1,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
5057,casual_recreational,regular,0.927,0.4547,0.2136,0.6937,0.5893,0.4482,0.6861,0.3466,0.3557,0.4275,82,0,2,20,4,3,3,2,2,2,2,4,3,30,2,45.816364,15.90256,4,2,"8,4","2,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5058,social,frequent,0.6368,0.6511,0.6228,0.533,0.5363,0.4231,0.7067,0.4898,0.5827,0.548,110,1,3,22,5,4,5,2,4,3,4,4,3,49,1,45.797038,16.041283,2,1,"17,25,16,0","1,1,3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5059,competitive,occasional,0.7076,0.8189,0.2849,0.2401,0.278,0.8632,0.7993,0.6514,0.8233,0.3845,93,0,2,37,5,4,5,3,2,3,4,5,3,38,0,45.754323,15.991258,3,1,12,0,"3,5,6","0,1,3","0,1,2"
5060,casual_recreational,sparse,0.8062,0.2645,0.5652,0.5312,0.4343,0.5916,0.5735,0.1707,0.434,0.5744,99,1,4,17,3,2,8,3,3,4,2,2,2,28,1,45.763751,15.964602,3,2,23,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5061,casual_recreational,frequent,0.977,0.5291,0.5689,0.666,0.4285,0.4368,0.5037,0.3226,0.5529,0.6959,87,1,3,23,4,4,7,2,3,3,3,3,3,52,1,45.742174,15.963597,3,1,"0,29,2","2,1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5062,casual_recreational,occasional,0.6549,0.5423,0.3601,0.6358,0.1693,0.3053,0.4281,0.5672,0.6026,0.5874,77,1,2,34,5,3,6,4,3,2,3,3,2,61,2,45.759769,15.975372,3,0,"4,15,11,3","1,0,3,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
5063,competitive,occasional,0.4005,0.6895,0.4396,0.4054,0.2016,0.7258,0.3063,0.7765,0.6392,0.5422,100,1,3,41,5,4,5,3,2,3,3,4,2,40,3,45.782609,16.026749,2,0,"20,17","0,3","0,1,3,4,5,6","0,1,2,3","1,2,3"
5064,unmotivated,sparse,0.7105,0.3193,0.2389,0.8123,0.8064,0.1458,0.4588,0.533,0.1925,0.4312,79,0,2,11,3,2,4,2,2,2,3,2,5,34,1,45.809634,15.95883,0,2,"14,8","2,2","0,2,3,5,6","0,1,2,3","0,1,2"
5065,casual_recreational,occasional,0.3762,0.8213,0.2984,0.7813,0.1893,0.8951,0.69,0.3659,0.8617,0.5475,99,0,1,31,6,4,5,2,2,3,4,4,1,48,0,45.758454,15.977481,3,0,"14,2,15","2,2,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5066,social,frequent,0.3602,0.5113,0.9739,0.9634,0.2382,0.392,0.3314,0.4635,0.492,0.9145,110,2,5,26,3,4,10,3,5,5,2,2,2,35,3,45.814472,15.888972,4,2,"28,16,3,0","2,1,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5067,casual_recreational,regular,0.6194,0.7426,0.4449,0.6733,0.3823,0.4909,0.5122,0.1847,0.5385,0.5501,106,1,3,28,5,4,5,2,4,3,3,3,2,47,2,45.856735,15.952028,1,1,"12,28,13,14","2,1,2,1","0,2,3,4,5","0,1,2,3","1,2"
5068,casual_recreational,sparse,0.8355,0.4297,0.7077,0.5846,0.1673,0.6793,0.3856,0.2747,0.6164,0.7032,99,2,4,33,4,4,6,4,4,5,3,3,2,52,1,45.807828,15.958732,0,0,24,2,"2,3,4","0,2,3","2,3"
5069,casual_recreational,occasional,0.7244,0.367,0.4885,0.8161,0.2328,0.7882,0.7238,0.7761,0.5653,0.6393,98,1,3,37,3,3,5,3,3,4,3,2,2,53,0,45.765731,15.962188,3,1,23,0,"0,1,2,3,4,5,6","0,1,2,3","1,2"
5070,casual_recreational,sparse,0.9035,0.2922,0.3697,0.6989,0.2362,0.493,0.6519,0.5844,0.4087,0.5531,100,1,3,28,2,2,5,3,2,4,4,2,2,43,0,45.848719,15.949776,1,2,30,2,"0,1,2,3,6","0,1,2,3","1,2"
5071,casual_recreational,regular,0.8714,0.3397,0.343,0.8283,0.5491,0.5055,0.4514,0.7622,0.4475,0.5147,94,0,2,24,4,3,5,2,2,2,4,3,3,27,3,45.750001,15.965118,3,2,17,0,"2,3,4,5","0,1,2,3","0,1,2,3"
5072,casual_recreational,sparse,0.8853,0.5704,0.5072,0.5381,0.5926,0.66,0.4373,0.6502,0.553,0.46,82,1,3,28,5,4,7,1,3,5,3,4,3,49,3,45.785336,16.046075,2,1,"12,30,29,28","1,1,1,2","0,1,3,4,5,6","0,1,2,3","1,2,3"
5073,casual_recreational,occasional,0.7716,0.5712,0.4965,0.8726,0.6295,0.6221,0.6924,0.5124,0.583,0.481,80,1,4,24,3,3,4,2,3,1,4,4,3,46,0,45.82523,15.882413,4,1,"5,8,16","3,1,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
5074,unmotivated,sparse,0.2959,0.6929,0.4208,0.4457,0.6986,0.1481,0.3064,0.2955,0.425,0.4166,60,1,3,11,6,3,6,1,3,3,2,4,3,50,3,45.805605,16.055802,2,2,"18,12,30","2,3,0","0,1,3,4","0,1,2,3","1,2"
5075,casual_recreational,occasional,0.8939,0.5668,0.2532,0.601,0.3991,0.5577,0.7661,0.7804,0.5851,0.4374,91,0,2,26,4,3,3,3,2,1,5,3,3,35,1,45.808901,15.996374,0,1,"12,24,16,29","1,2,2,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5076,casual_recreational,occasional,0.815,0.2993,0.8465,0.7172,0.5432,0.4219,0.4204,0.5973,0.3527,0.6541,91,2,5,19,4,3,8,2,5,3,3,3,4,62,0,45.797171,16.053775,2,2,"5,23,22,24","0,2,1,1","0,1,2,4,5,6","0,1,2,3","2,3"
5077,competitive,frequent,0.6323,0.4604,0.4007,0.4918,0.1399,0.8389,0.7728,0.2359,0.6667,0.5297,91,1,3,43,4,3,3,3,2,4,2,4,1,21,2,45.861494,15.953442,1,0,10,3,"0,1,2,3,4,5,6","0,1,2,3","1,2"
5078,casual_recreational,occasional,0.3942,0.5841,0.374,0.2932,0.184,0.5299,0.7044,0.7636,0.6878,0.4823,71,1,3,36,4,4,5,3,2,3,4,3,2,34,3,45.750498,15.962958,3,1,0,0,"0,2,3,5,6","0,1,2,3","1,2"
5079,social,sparse,0.7463,0.1886,0.7602,0.8812,0.1236,0.4353,0.6338,0.763,0.3601,0.7831,107,2,5,28,2,2,9,3,4,3,4,2,1,40,2,45.844206,15.93748,1,2,0,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5080,casual_recreational,occasional,0.803,0.6773,0.4703,0.4597,0.0628,0.5248,0.4885,0.7452,0.6303,0.6122,57,1,3,31,4,4,6,4,4,4,3,4,1,34,1,45.807921,15.889427,4,0,"14,22,23","1,1,0","0,1,2,3,4,5,6","0,1,2,3","1,2"
5081,social,regular,0.8225,0.4584,0.7679,0.8237,0.714,0.5178,0.6146,0.5036,0.4021,0.684,74,2,4,16,4,3,8,2,5,4,4,3,4,57,3,45.801204,15.896408,4,2,"7,29","3,1","1,3,4","0,2,3","2,3"
5082,casual_recreational,occasional,0.6549,0.4441,0.3476,0.9007,0.2655,0.2818,0.3908,0.7098,0.52,0.6136,82,0,2,19,4,2,5,2,2,3,3,3,2,17,2,45.861262,15.950581,1,1,27,3,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5083,competitive,frequent,0.5681,0.9613,0.5546,0.3205,0.1425,0.907,0.5973,0.8901,0.9659,0.5578,100,1,3,38,6,4,7,3,3,4,4,5,2,33,0,45.826554,15.886026,4,0,"15,25","3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5084,unmotivated,sparse,0.2944,0.159,0.2807,0.6137,0.7961,0.0965,0.4307,0.7134,0.2503,0.4117,88,0,2,2,2,1,4,1,2,2,3,2,4,28,0,45.742152,15.979892,3,2,"18,17,11","2,0,0","1,2,3,6","0,1,2,3","0,1,2,3"
5085,casual_recreational,regular,0.7681,0.659,0.5543,0.5011,0.2083,0.6095,0.6349,0.4461,0.692,0.772,89,1,3,36,5,3,7,3,2,3,3,4,1,17,3,45.865943,15.95006,1,0,"3,20,12","1,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5086,social,occasional,0.645,0.5888,0.8401,0.9818,0.5494,0.4235,0.6531,0.8383,0.4798,0.7347,104,2,4,26,4,3,9,1,5,5,4,3,3,31,3,45.820777,15.99069,0,2,"15,2,6","0,1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5087,casual_recreational,regular,0.7242,0.3937,0.4439,0.8039,0.6214,0.3806,0.4172,0.6879,0.4685,0.519,86,1,2,23,3,3,6,1,2,2,3,3,3,51,3,45.84414,15.932821,1,2,"16,0","1,1","1,3,4,6","0,1,2,3","1,2"
5088,unmotivated,sparse,0.4352,0.0488,0.3476,0.4239,0.8235,0.2346,0.8815,0.2286,0.2314,0.3849,110,0,2,5,1,1,4,0,2,1,3,1,5,22,1,45.775486,16.046556,2,2,"18,10,26,23","0,1,0,0","0,2,3,4,5,6","0,1,2,3","0,1,2,3"
5089,casual_recreational,occasional,0.7566,0.8427,0.5408,0.9086,0.1488,0.8093,0.5598,0.8156,0.8773,0.7804,50,1,3,42,6,4,6,3,3,4,4,4,2,59,1,45.867246,15.960279,1,0,"8,12,20","0,3,0","1,4,5,6","0,1,2,3","0,1,2"
5090,casual_recreational,occasional,0.7563,0.4072,0.6665,0.6425,0.0717,0.6687,0.7035,0.4505,0.5071,0.7811,98,2,4,41,3,3,8,2,3,3,3,3,2,61,1,45.839247,15.975061,0,1,28,0,"0,1,2,3,4,5,6","0,1,2,3","0,2,3"
5091,social,regular,0.6113,0.4926,0.9382,0.6877,0.421,0.4505,0.35,0.5635,0.5265,0.7113,75,2,5,20,4,2,10,2,4,3,2,3,2,51,0,45.795572,16.039454,2,1,"0,28,2,15","1,3,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5092,casual_recreational,sparse,0.69,0.1531,0.6331,0.5185,0.1808,0.5228,0.4813,0.714,0.3595,0.638,94,1,4,32,1,2,6,3,3,3,3,1,2,18,2,45.858803,15.942455,1,2,"13,20","3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5093,casual_recreational,regular,0.7701,0.6089,0.7855,0.7922,0.1181,0.6138,0.7512,0.5377,0.7139,0.8093,72,2,4,29,4,3,8,4,5,3,4,4,1,50,1,45.812404,15.868718,4,0,"26,21,12","1,0,2","0,1,2,3,4,6","0,1,2,3","2,3"
5094,unmotivated,sparse,0.142,0.2385,0.1816,0.7149,0.6066,0.1385,0.3867,0.4444,0.2247,0.3955,76,0,2,12,3,1,4,1,1,3,2,2,3,58,0,45.79402,16.053426,2,2,"9,23,27,28","1,3,0,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5095,social,frequent,0.271,0.4029,0.8948,0.663,0.2275,0.8026,0.3177,0.3093,0.5497,0.7914,79,2,4,40,2,4,9,3,4,4,2,2,2,57,1,45.858646,15.964265,1,1,"4,25,18,21","3,2,2,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5096,social,regular,0.7415,0.5798,0.9788,0.9009,0.4042,0.6467,0.625,0.3837,0.5238,0.8582,113,2,5,28,4,4,10,3,5,4,3,3,3,36,0,45.804123,15.900959,4,1,2,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5097,social,regular,0.5909,0.1983,0.9255,0.889,0.3897,0.5731,0.6351,0.6134,0.3707,0.7658,77,2,5,25,3,3,10,3,4,5,4,1,2,44,2,45.852121,15.947163,1,2,"22,24","0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
5098,social,frequent,0.6124,0.5323,0.7671,0.649,0.5822,0.4756,0.3733,0.7488,0.5559,0.5342,89,2,4,11,4,3,8,1,4,4,3,3,4,28,0,45.820389,15.980712,0,1,"24,15","2,1","2,3,4,5,6","0,1,2,3","2,3"
5099,unmotivated,sparse,0.3941,0.6107,0.0864,0.4559,0.5937,0.2098,0.7991,0.6761,0.5279,0.3491,93,0,2,13,5,3,5,2,1,1,5,3,4,26,2,45.819633,15.88952,4,1,"14,29","1,1","0,2,5,6","0,1,2,3","0,1,2"
5100,social,regular,0.5021,0.3103,0.8044,0.7147,0.177,0.5514,0.8272,0.7824,0.4369,0.7987,115,2,4,28,4,3,10,3,4,4,4,2,2,59,1,45.798634,15.890493,4,2,"24,8,19,10","3,3,3,3","0,1,3","0,1,3","2,3"
5101,casual_recreational,occasional,0.937,0.1574,0.2404,0.4173,0.5545,0.4146,0.287,0.3038,0.2479,0.4514,81,0,1,20,2,1,3,2,2,2,2,2,3,62,1,45.802131,15.977806,0,2,"13,27,4","1,2,3","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5102,competitive,frequent,0.5529,0.8745,0.5255,0.5986,0.504,0.7201,0.4435,0.9042,0.7784,0.4593,81,1,2,23,7,4,7,2,3,3,4,5,4,55,3,45.807551,15.995079,0,1,28,2,"0,1,2,3,4,5,6","0,1,2,3","1,2,3"
5103,social,sparse,0.4494,0.1283,0.9083,0.9042,0.496,0.2937,0.8247,0.5924,0.273,0.7649,88,2,4,15,1,2,8,2,4,4,3,2,3,61,2,45.818459,15.88527,4,2,"18,23","3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5104,social,regular,0.4266,0.5949,0.9718,0.802,0.6136,0.4241,0.6112,0.4697,0.5628,0.7138,68,2,5,18,4,3,10,2,5,5,3,4,4,54,1,45.847701,15.950237,1,1,"15,10,9","3,2,1","0,1,2,3,4","0,1,2,3","2,3"
5105,casual_recreational,occasional,0.7953,0.7706,0.286,0.4214,0.2826,0.3998,0.3386,0.5284,0.6359,0.5139,73,0,2,31,6,3,5,3,2,3,3,4,2,29,1,45.817623,15.878921,4,0,5,0,"0,1,4,6","0,1,2,3","0,1,2"
5106,casual_recreational,occasional,0.6122,0.4048,0.6308,0.5642,0.3115,0.6615,0.7635,0.7487,0.5022,0.6224,107,1,4,25,3,3,8,4,3,4,4,3,3,40,0,45.823565,15.902115,4,1,"19,25","1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5107,casual_recreational,sparse,0.4872,0.3432,0.6549,0.4122,0.0648,0.347,0.5178,0.6026,0.4698,0.6178,94,2,4,30,3,2,9,3,3,1,3,2,2,30,2,45.784243,16.049352,2,2,0,3,"0,5,6","0,1,2","2,3"
5108,casual_recreational,occasional,0.8474,0.376,0.4913,0.8954,0.4953,0.5158,0.7242,0.85,0.4726,0.6887,90,1,3,19,3,3,5,1,4,4,5,2,3,39,1,45.79493,15.981796,0,2,"13,18,9,16","1,2,2,0","0,1,2,3,5,6","0,1,2,3","1,2"
5109,social,frequent,0.4976,0.5456,0.9622,0.8873,0.2338,0.5877,0.8698,0.685,0.5991,0.9151,95,2,5,30,4,3,10,3,4,4,5,3,2,56,2,45.806547,15.994063,0,1,27,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5110,casual_recreational,sparse,0.8264,0.352,0.768,0.5111,0.3112,0.6926,0.5465,0.3434,0.6038,0.6903,78,2,4,28,2,3,9,3,5,5,4,2,2,31,3,45.825058,15.879762,4,0,23,3,"1,2,3,4,6","0,1,2,3","2,3"
5111,social,regular,0.2919,0.4696,0.6861,0.7402,0.4272,0.5931,0.6234,0.7231,0.5258,0.6003,95,2,3,17,5,3,8,3,4,4,4,3,3,19,1,45.82102,15.973627,0,1,"29,28,0","3,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
5112,social,frequent,0.5055,0.2164,0.9955,0.6186,0.5909,0.6439,0.4834,0.6576,0.4041,0.629,113,2,4,25,2,2,8,2,5,5,3,2,4,50,1,45.814472,15.986792,0,2,2,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5113,unmotivated,occasional,0.3771,0.3787,0.2239,0.7559,0.8101,0.1064,0.4059,0.7275,0.2449,0.3343,96,0,2,5,3,2,3,0,2,3,4,2,4,52,0,45.807019,15.987759,0,2,"6,24,21","0,3,3","0,1,2,3,6","0,1,2,3","0,1,2"
5114,competitive,sparse,0.7016,0.9569,0.7994,0.2947,0.357,0.7928,0.3851,0.841,0.9143,0.631,80,2,3,31,7,4,7,3,4,3,4,4,3,61,2,45.855866,15.946573,1,0,"14,4","2,3","0,2,4,6","0,1,2,3","2,3"
5115,unmotivated,sparse,0.5541,0.4404,0.3747,0.2823,0.7279,0.0545,0.6553,0.6723,0.321,0.2616,113,1,3,5,4,3,4,1,3,2,4,2,3,43,2,45.819954,15.975646,0,2,"22,1,28,24","3,3,2,2","0,1,2,3,4,5","0,1,2,3","1,2"
5116,social,sparse,0.6402,0.3888,0.6908,0.7965,0.4204,0.2364,0.4354,0.8229,0.2858,0.659,93,2,4,23,3,3,7,2,4,3,4,3,3,21,3,45.805878,16.034521,2,2,"13,27,23","3,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
5117,social,frequent,0.4629,0.5918,0.9304,0.812,0.4235,0.4034,0.8508,0.4186,0.503,0.8315,84,2,5,19,4,3,8,3,5,4,3,3,3,24,0,45.787866,16.032299,2,1,"26,17,4","3,1,0","0,3,4,5,6","0,1,2,3","2,3"
5118,competitive,regular,0.9216,0.859,0.808,0.6035,0.5197,0.469,0.737,0.5983,0.6166,0.6145,67,2,5,17,7,4,8,2,5,3,3,5,3,62,0,45.801716,16.061534,2,0,"2,9,24,7","2,0,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
5119,casual_recreational,occasional,0.7017,0.3396,0.3358,0.574,0.3645,0.4793,0.7708,0.5255,0.4062,0.4189,83,0,2,30,4,3,6,3,3,3,4,2,3,64,0,45.813119,15.958629,0,2,"8,14","0,0","1,4,6","1,2,3","0,1,2"
5120,social,occasional,0.7883,0.1322,0.8651,0.8093,0.5104,0.1977,0.7336,0.6045,0.2837,0.7257,102,2,5,26,2,2,10,2,4,5,3,1,3,28,0,45.84532,15.948519,1,2,"29,9","2,2","0,2,4,5","0,1,2,3","2,3"
5121,casual_recreational,occasional,0.4193,0.3682,0.8273,0.5653,0.6294,0.3841,0.5716,0.1969,0.442,0.5845,82,2,4,26,4,3,9,2,4,2,3,2,3,19,0,45.807141,15.96998,0,2,"28,11,14","0,1,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
5122,casual_recreational,sparse,0.5704,0.4206,0.2745,0.829,0.3419,0.517,0.7933,0.4881,0.5636,0.5654,79,0,2,30,4,4,7,2,2,1,3,2,2,50,3,45.756197,15.988753,3,1,"28,17,14","3,3,2","0,3,4","0,2,3","0,1,2,3"
5123,social,frequent,0.5716,0.154,0.9893,0.8767,0.339,0.7068,0.6777,0.5843,0.4229,0.8501,111,2,5,34,1,3,8,2,5,5,3,1,2,38,1,45.831756,15.948614,1,2,"23,11","0,3","1,2,3,4,5,6","0,1,2,3","2,3"
5124,social,regular,0.5266,0.1925,0.7258,0.779,0.2036,0.6242,0.5718,0.2637,0.4215,0.8291,121,2,5,31,2,2,7,3,3,4,3,2,1,44,2,45.802804,15.986888,0,2,"24,9","0,0","0,2,6","0,1,2","2,3"
5125,competitive,regular,0.5678,0.6826,0.6491,0.8976,0.1325,0.8865,0.4119,0.4997,0.766,0.8237,78,1,3,41,5,4,7,4,4,3,3,3,2,29,1,45.791461,16.02909,2,0,"29,18,16","1,3,0","0,2,3,4,6","0,1,2,3","2,3"
5126,casual_recreational,regular,0.5664,0.223,0.4398,0.7487,0.3121,0.774,0.5242,0.689,0.5221,0.6068,68,1,2,39,2,3,5,2,3,2,3,3,2,32,2,45.74649,15.982561,3,1,21,3,"0,1,2,3,4,5,6","0,1,2,3","1,2"
